Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
55,2,1441,1,22,3,5,1,1,94,2,1,6,2,0,3537,23737,5,0,12,3,4,1,8,1,3,4,2,1,2,0
34,2,1157,1,5,2,3,2,1,57,2,2,2,4,1,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13,0
37,1,1278,2,1,4,3,3,1,31,1,2,7,4,0,9525,7677,1,0,14,3,3,2,6,2,2,6,3,1,3,0
44,2,921,1,2,3,1,3,0,96,4,3,0,4,1,7879,14810,1,1,19,3,2,1,9,2,3,8,7,6,7,0
35,1,146,1,2,4,3,1,1,79,2,1,6,4,2,4930,13970,0,1,14,3,3,0,6,2,4,5,4,1,4,0
24,2,581,1,9,3,3,3,1,62,4,1,6,3,1,4401,17616,1,0,16,3,4,1,5,1,3,5,3,0,4,0
36,2,530,2,2,4,1,3,0,51,3,2,8,4,2,4502,7439,3,0,15,3,3,0,17,2,2,13,7,6,7,0
24,2,240,0,22,1,0,4,1,58,1,1,1,3,1,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0,1
32,1,585,1,10,3,1,1,1,56,3,1,6,3,1,3433,17360,6,0,13,3,1,1,10,3,2,5,2,1,3,0
31,2,741,1,2,4,1,2,1,69,3,1,2,3,1,3477,18103,1,0,14,3,4,1,6,2,4,5,2,0,3,0
41,0,552,0,4,3,0,3,1,60,1,2,1,2,1,6430,20794,6,0,19,3,2,1,10,4,3,3,2,1,2,0
40,2,369,1,8,2,1,2,0,92,3,2,4,1,1,6516,5041,2,1,16,3,2,1,18,3,3,1,0,0,0,0
46,2,717,1,13,4,1,3,1,34,3,2,0,2,2,5562,9697,6,0,14,3,4,0,19,3,3,10,7,0,9,0
35,2,1370,1,27,4,1,4,1,49,3,2,4,3,1,6883,5151,2,0,16,3,2,1,17,3,3,7,7,0,7,0
30,2,793,1,16,1,1,2,1,33,3,1,6,4,1,2862,3811,1,0,12,3,2,1,10,2,2,10,0,0,8,0
47,0,543,2,2,4,2,3,1,87,3,2,7,2,1,4978,3536,7,0,11,3,4,1,4,3,1,1,0,0,0,0
32,2,964,2,1,2,1,1,1,34,1,2,7,2,2,6735,12147,6,0,15,3,2,0,10,2,3,0,0,0,0,1
23,2,160,1,4,1,3,3,0,51,3,1,2,2,2,3295,12862,1,0,13,3,3,0,3,3,1,3,2,1,2,0
39,0,792,1,1,3,1,4,1,77,3,2,2,4,1,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8,0
32,2,371,2,19,3,1,4,1,80,1,3,7,3,1,9610,3840,3,0,13,3,3,1,10,2,1,4,3,0,2,0
30,1,1312,1,2,4,5,4,0,78,2,1,6,1,2,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7,0
24,1,897,0,10,3,3,1,1,59,3,1,1,4,1,2145,2097,0,0,14,3,4,1,3,2,3,2,2,2,1,0
31,2,1003,2,5,3,5,1,1,51,3,2,7,3,1,8346,20943,1,0,19,3,3,1,6,3,3,5,2,0,2,0
29,2,428,2,9,3,2,2,0,52,1,1,8,2,2,2760,14630,1,0,13,3,3,0,2,3,3,2,2,2,2,1
30,2,979,2,15,2,2,3,1,94,2,3,7,1,0,7140,3088,2,0,11,3,1,1,12,2,3,7,7,1,7,0
33,0,1283,2,2,3,2,4,0,62,3,2,7,2,2,5147,10697,8,0,15,3,4,0,13,2,2,11,7,1,7,0
49,2,1313,2,11,4,2,4,0,80,3,2,7,4,2,4507,8191,3,0,12,3,3,0,8,1,4,5,1,0,4,0
38,1,594,1,2,2,3,3,0,75,2,1,2,2,1,2468,15963,4,0,14,3,2,1,9,4,2,6,1,0,5,0
29,2,590,1,4,3,5,4,0,91,2,1,6,1,0,2109,10007,1,0,13,3,3,1,1,2,3,1,0,0,0,0
30,2,305,1,16,3,1,3,1,58,4,2,0,3,1,5294,9128,3,0,16,3,3,1,10,3,3,7,0,1,7,0
32,0,953,1,5,4,5,2,1,65,3,1,6,2,2,2718,17674,2,0,14,3,2,0,12,3,3,7,7,0,7,0
38,2,833,1,18,3,3,2,1,60,1,2,0,4,1,5811,24539,3,1,16,3,3,1,15,2,3,1,0,1,0,0
33,0,775,1,4,3,5,4,1,90,3,2,6,2,0,3055,6194,5,0,15,3,4,2,11,2,2,9,8,1,7,0
34,0,1375,2,10,3,1,4,1,87,3,2,7,3,0,4001,12313,1,1,14,3,3,1,15,3,3,15,14,0,7,0
34,2,511,2,3,2,1,4,0,32,1,2,7,4,2,6029,25353,5,0,12,3,1,0,6,3,3,2,2,2,2,0
21,2,337,2,7,1,2,2,1,31,3,1,8,2,2,2679,4567,1,0,13,3,2,0,1,3,3,1,0,1,0,1
38,2,1153,1,6,2,4,4,0,40,2,1,2,3,1,3702,16376,1,0,11,3,2,1,5,3,3,5,4,0,4,0
31,2,196,2,29,4,2,1,0,91,2,2,7,4,1,5468,13402,1,0,14,3,1,2,13,3,3,12,7,5,7,0
51,2,942,1,3,3,5,1,0,53,3,3,3,3,1,13116,22984,2,0,11,3,4,0,15,2,3,2,2,2,2,0
37,2,589,2,9,2,2,2,1,46,2,2,7,2,1,4189,8800,1,0,14,3,1,2,5,2,3,5,2,0,3,0
36,2,1383,1,10,3,1,4,1,90,3,3,0,1,1,8321,25949,7,1,13,3,4,1,15,1,3,12,8,5,7,0
37,2,1239,0,8,2,4,3,1,89,3,2,1,2,0,4071,12832,2,0,13,3,3,0,19,4,2,10,0,4,7,0
35,2,303,2,27,3,1,3,1,84,3,2,7,4,2,5813,13492,1,1,18,3,4,0,10,2,3,10,7,7,7,1
33,2,867,1,8,4,1,4,1,90,4,1,6,1,1,3143,6076,6,0,19,3,2,1,14,1,3,10,8,7,6,0
46,0,849,2,26,2,1,2,1,98,2,2,7,2,2,7991,25166,8,0,15,3,3,0,6,3,3,2,2,2,2,0
42,2,1128,1,13,3,3,2,1,95,4,2,0,1,1,5538,5696,5,0,18,3,3,2,10,2,2,0,0,0,0,0
34,1,234,1,9,4,1,4,1,93,3,2,2,1,1,5346,6208,4,0,17,3,3,1,11,3,2,7,1,0,7,1
37,2,370,1,10,4,3,4,1,58,3,2,4,1,2,4213,4992,1,0,15,3,2,0,10,4,1,10,3,0,8,1
43,0,343,1,9,3,1,1,1,52,3,1,6,3,2,2438,24978,4,0,13,3,3,0,7,2,2,3,2,1,2,0
41,2,447,1,5,3,1,2,1,85,4,2,0,2,2,6870,15530,3,0,12,3,1,0,11,3,1,3,2,1,2,0
26,2,920,0,20,2,3,4,0,69,3,1,1,2,1,2148,6889,0,1,11,3,3,0,6,3,3,5,1,1,4,1
40,2,1194,1,1,3,1,3,0,52,3,2,0,4,0,6513,9060,4,0,17,3,4,1,12,3,3,5,3,0,3,0
35,2,185,1,23,4,3,2,1,91,1,1,2,3,1,2705,9696,0,0,16,3,2,1,6,2,4,5,4,0,3,0
40,2,750,1,12,3,1,2,0,47,3,2,0,1,0,4448,10748,2,0,12,3,2,1,15,3,3,7,4,7,7,0
54,2,431,1,7,4,3,4,0,68,3,2,6,4,1,6854,15696,4,0,15,3,2,1,14,2,2,7,1,1,7,0
31,1,1125,2,7,4,2,1,0,68,3,3,7,1,1,9637,8277,2,0,14,3,4,2,9,3,3,3,2,2,2,0
26,2,572,2,10,3,3,3,1,46,3,2,7,4,2,4684,9125,1,0,13,3,1,0,5,4,3,5,3,1,2,0
58,1,1216,1,15,4,1,1,1,87,3,4,5,3,1,15787,21624,2,1,14,3,2,0,23,3,3,2,2,2,2,0
18,0,1431,1,14,3,3,2,0,33,3,1,6,3,2,1514,8018,1,0,16,3,3,0,0,4,1,0,0,0,0,0
31,2,359,0,18,5,0,4,1,89,4,1,1,1,1,2956,21495,0,0,17,3,3,0,2,4,3,1,0,0,0,1
27,1,1297,1,5,2,1,4,0,53,3,1,2,4,2,2379,19826,0,1,14,3,3,0,6,3,2,5,4,0,2,0
29,1,574,1,20,1,3,4,1,40,3,1,2,4,1,3812,7003,1,0,13,3,2,0,11,3,4,11,8,3,10,0
32,1,1318,2,10,4,2,4,1,79,3,2,7,4,2,4648,26075,8,0,13,3,3,0,4,2,4,0,0,0,0,0
47,2,207,1,9,4,1,2,0,64,3,1,2,3,2,2105,5411,4,0,12,3,3,0,7,2,3,2,2,2,0,0
46,2,706,1,2,2,1,4,1,82,3,3,4,4,0,8578,19989,3,0,14,3,3,1,12,4,2,9,8,4,7,0
28,0,280,0,1,2,1,3,1,43,3,1,1,4,0,2706,10494,1,0,15,3,2,1,3,2,3,3,2,2,2,0
29,2,726,1,29,1,1,4,1,93,1,2,0,3,0,6384,21143,8,0,17,3,4,2,11,3,3,7,0,1,6,0
42,2,1142,1,8,3,1,4,1,81,3,1,2,3,2,3968,13624,4,0,13,3,4,0,8,3,3,0,0,0,0,0
32,2,414,2,2,4,2,3,1,82,2,2,7,2,2,9907,26186,7,1,12,3,3,0,7,3,2,2,2,2,2,1
29,2,352,0,6,1,3,4,1,87,2,1,1,2,1,2804,15434,1,0,11,3,4,0,1,3,3,1,0,0,0,0
27,1,1131,1,15,3,1,4,0,77,2,1,6,1,1,4774,23844,0,0,19,3,4,1,8,2,2,7,6,7,3,0
28,2,1172,2,3,3,3,2,0,78,3,1,8,2,1,2856,3692,1,0,19,3,4,1,1,3,3,1,0,0,0,0
30,2,945,2,9,3,3,2,1,89,3,1,8,4,2,1081,16019,1,0,13,3,3,0,1,3,2,1,0,0,0,1
36,2,1266,2,10,4,5,2,0,63,2,2,7,3,1,5673,6060,1,1,13,3,1,1,10,4,3,10,9,1,7,0
31,2,311,1,20,3,1,2,1,89,3,2,2,3,0,4197,18624,1,0,11,3,1,1,10,2,3,10,8,0,2,0
29,2,592,1,7,3,1,4,1,59,3,1,2,1,2,2062,19384,3,0,14,3,2,0,11,2,3,3,2,1,2,0
35,2,219,1,16,2,4,4,0,44,2,2,4,2,1,4788,25388,0,1,11,3,4,0,4,2,3,3,2,0,2,0
45,2,556,1,25,2,1,2,0,93,2,2,4,4,1,5906,23888,0,0,13,3,4,2,10,2,2,9,8,3,8,0
26,2,482,1,1,2,1,2,0,90,2,1,6,3,1,2933,14908,1,1,13,3,3,1,1,3,2,1,0,1,0,0
56,2,1162,1,24,2,1,1,1,97,3,1,2,4,2,2587,10261,1,0,16,3,4,0,5,3,3,4,2,1,0,1
36,2,335,2,17,2,2,3,1,33,2,2,7,2,1,5507,16822,2,0,16,3,3,2,12,1,1,4,2,1,3,0
31,2,1079,2,10,2,3,3,0,86,3,2,7,4,0,6583,20115,2,1,11,3,4,1,8,2,3,5,2,1,4,0
34,2,735,2,3,1,3,4,0,75,2,2,7,4,1,8103,16495,3,1,12,3,3,0,9,3,2,4,2,0,1,0
26,1,1096,1,6,3,4,3,1,61,4,1,2,4,1,2544,7102,0,0,18,3,1,1,8,3,3,7,7,7,7,0
45,1,1297,1,1,4,3,2,1,44,3,2,0,3,2,5399,14511,4,0,12,3,3,0,12,3,3,4,2,0,3,0
33,2,217,2,10,4,2,2,1,43,3,2,7,3,2,5487,10410,1,0,14,3,2,0,10,2,2,10,4,0,9,0
28,1,783,2,1,2,1,3,1,42,2,2,7,4,1,6834,19255,1,1,12,3,3,1,7,2,3,7,7,0,7,0
29,1,746,2,24,3,5,3,1,45,4,1,8,1,2,1091,10642,1,0,17,3,4,0,1,3,3,1,0,0,0,1
39,0,1251,2,21,4,1,1,0,32,1,2,7,3,1,5736,3987,6,0,19,3,3,1,10,1,3,3,2,1,2,0
27,2,1354,1,2,4,5,2,1,41,3,1,6,2,1,2226,6073,1,0,11,3,3,1,6,3,2,5,3,1,2,0
34,1,735,1,22,4,4,3,1,86,2,2,6,4,1,5747,26496,1,1,15,3,2,0,16,3,3,15,10,6,11,0
47,0,1169,1,14,4,5,3,1,64,3,2,6,2,1,5467,2125,8,0,18,3,3,1,16,4,4,8,7,1,7,0
56,2,1443,2,11,5,2,4,0,89,2,2,7,1,1,5380,20328,4,0,16,3,3,1,6,3,3,0,0,0,0,0
32,1,238,1,5,2,1,1,0,47,4,1,6,3,2,2432,15318,3,1,14,3,1,0,8,2,3,4,1,0,3,1
42,2,419,2,12,4,2,2,1,77,3,2,7,4,0,5087,2900,3,1,12,3,3,2,14,4,3,0,0,0,0,0
27,1,1337,0,22,3,0,1,0,58,2,1,1,2,1,2863,19555,1,0,12,3,1,0,1,2,3,1,0,0,0,1
35,2,682,2,18,4,3,2,1,71,3,2,7,1,1,5561,15975,0,0,16,3,4,1,6,2,1,5,3,0,4,0
28,0,1103,1,16,3,3,3,1,49,3,1,6,3,2,2144,2122,1,0,14,3,3,0,5,3,2,5,3,1,4,0
31,0,976,1,3,2,3,3,1,48,3,1,6,1,0,3065,3995,1,1,13,3,4,1,4,3,4,4,2,2,3,0
34,2,1239,2,13,4,3,4,1,39,3,3,7,3,0,8628,22914,1,0,18,3,3,1,9,2,2,8,7,1,1,0
28,2,1404,1,17,3,5,3,1,32,2,1,2,4,0,2367,18779,5,0,12,3,1,1,6,2,2,4,1,0,3,1
38,2,1404,2,1,3,1,1,1,59,2,1,8,1,2,2858,11473,4,0,14,3,1,0,20,3,2,1,0,0,0,0
35,2,1224,2,7,4,1,3,0,55,3,2,7,4,1,5204,13586,1,1,11,3,4,0,10,2,3,10,8,0,9,0
31,1,754,2,26,4,2,1,1,63,3,2,7,4,1,5617,21075,1,1,11,3,3,0,10,4,3,10,7,0,8,1
53,2,1168,2,24,4,1,1,1,66,3,3,7,1,2,10448,5843,6,1,13,3,2,0,15,2,2,2,2,2,2,1
43,2,574,1,11,3,1,1,1,30,3,3,0,3,1,7510,16873,1,0,17,3,2,1,10,1,3,10,9,0,9,0
38,1,1444,0,1,4,4,4,1,88,3,1,1,2,1,2991,5224,0,1,11,3,2,1,7,2,3,6,2,1,2,0
54,2,157,1,10,3,3,3,0,77,3,2,4,1,2,4440,25198,6,1,19,3,4,0,9,3,3,5,2,1,4,0
24,2,771,1,1,2,1,2,1,45,2,2,0,3,2,4617,14120,1,0,12,3,2,0,4,2,2,4,3,1,2,0
40,2,444,2,2,2,2,2,0,92,3,2,7,2,1,5677,4258,3,0,14,3,3,1,15,4,3,11,8,5,10,0
25,2,309,0,2,3,0,3,0,82,3,1,1,2,1,2187,19655,4,0,14,3,3,0,6,3,3,2,0,1,2,0
25,2,977,1,2,1,4,4,1,57,3,1,2,3,0,3977,7298,6,1,19,3,3,1,7,2,2,2,2,0,2,0
38,2,1321,2,1,4,1,4,1,86,3,2,7,2,1,4440,7636,0,0,15,3,1,2,16,3,3,15,13,5,8,0
31,2,1154,2,2,2,1,1,1,54,3,1,8,3,1,3067,6393,0,0,19,3,3,1,3,1,3,2,2,1,2,0
38,1,508,1,6,4,1,1,1,72,2,2,4,3,1,5321,14284,2,0,11,3,4,1,10,1,3,8,3,7,7,0
42,2,557,1,18,4,1,4,1,35,3,2,6,1,0,5410,11189,6,1,17,3,3,1,9,3,2,4,3,1,2,0
47,0,1162,1,1,1,3,3,0,98,3,3,5,2,1,11957,17231,0,0,18,3,1,2,14,3,1,13,8,5,12,0
35,2,1490,1,11,4,3,4,1,43,3,1,2,3,1,2660,20232,7,1,11,3,3,1,5,3,3,2,2,2,2,0
22,2,581,1,1,2,1,4,1,63,3,1,6,3,2,3375,17624,0,0,12,3,4,0,4,2,4,3,2,1,2,0
32,2,267,1,29,4,1,3,0,49,2,1,2,2,2,2837,15919,1,0,13,3,3,0,6,3,3,6,2,4,1,0
40,2,543,1,1,4,1,1,1,83,3,1,2,4,1,2406,4060,8,0,19,3,3,2,8,3,2,1,0,0,0,0
32,2,234,2,1,4,3,2,1,68,2,1,8,2,1,2269,18024,0,0,14,3,2,1,3,2,3,2,2,2,2,0
39,2,116,1,24,1,1,1,1,52,3,2,6,4,2,4108,5340,7,0,13,3,1,0,18,2,3,7,7,1,7,0
32,2,801,2,1,4,2,3,0,48,3,3,7,4,1,10422,24032,1,0,19,3,3,2,14,3,3,14,10,5,7,0
52,0,585,2,29,4,1,1,1,40,3,1,8,4,0,3482,19788,2,0,15,3,2,2,16,3,2,9,8,0,0,0
44,2,1037,1,1,3,3,2,1,42,3,1,6,4,2,2436,13422,6,1,12,3,3,0,6,2,3,4,3,1,2,0
23,1,638,2,9,3,2,4,1,33,3,1,8,1,1,1790,26956,1,0,19,3,1,1,1,3,2,1,0,1,0,1
36,2,557,2,3,3,3,1,0,94,2,3,7,4,1,7644,12695,0,0,19,3,3,2,10,2,3,9,7,3,4,0
32,2,529,1,2,3,5,4,1,78,3,1,6,1,2,2439,11288,1,0,14,3,4,0,4,4,3,4,2,1,2,0
35,2,1146,0,26,4,1,3,0,31,3,3,1,4,2,8837,16642,1,1,16,3,3,0,9,2,3,9,0,1,7,0
38,2,345,2,10,2,1,1,0,100,3,2,7,4,1,5343,5982,1,0,11,3,3,1,10,1,3,10,7,1,9,0
50,1,878,2,1,4,1,2,1,94,3,2,7,3,0,6728,14255,7,0,12,3,4,2,12,3,3,6,3,0,1,1
36,2,1120,2,11,4,2,2,0,100,2,2,7,4,1,6652,14369,4,0,13,3,1,1,8,2,2,6,3,0,0,0
45,2,374,2,20,3,1,4,0,50,3,2,7,3,2,4850,23333,8,0,15,3,3,0,8,3,3,5,3,0,1,0
40,2,1322,1,2,4,1,3,1,52,2,1,6,3,2,2809,2725,2,0,14,3,4,0,8,2,3,2,2,2,2,0
35,1,1199,1,18,4,1,3,1,80,3,2,0,3,1,5689,24594,1,1,14,3,4,2,10,2,4,10,2,0,2,0
29,2,1378,1,13,2,4,4,1,46,2,2,2,2,1,4025,23679,4,1,13,3,1,1,10,2,3,4,3,0,3,0
29,2,468,1,28,4,3,4,0,73,2,1,6,1,2,3785,8489,1,0,14,3,2,0,5,3,1,5,4,0,4,0
50,2,410,2,28,3,2,4,1,39,2,3,7,1,0,10854,16586,4,1,13,3,2,1,20,3,3,3,2,2,0,1
31,0,325,1,5,3,3,2,1,74,3,2,4,1,2,9936,3787,0,0,19,3,2,0,10,2,3,9,4,1,7,0
26,2,1167,2,5,3,4,4,0,30,2,1,8,3,2,2966,21378,0,0,18,3,4,0,5,2,3,4,2,0,0,0
36,1,884,1,23,2,3,3,1,41,4,2,2,4,1,2571,12290,4,0,17,3,3,1,17,3,3,5,2,0,3,0
49,1,1023,2,2,3,3,4,1,63,2,2,7,2,1,5390,13243,2,0,14,3,4,0,17,3,2,9,6,0,8,0
34,2,628,1,8,3,3,2,1,82,4,2,2,3,1,4404,10228,2,0,12,3,1,0,6,3,4,4,3,1,2,0
26,2,1427,1,16,3,3,1,1,46,2,1,2,2,0,2373,14210,1,1,13,3,3,0,4,2,2,3,2,0,1,1
35,1,428,1,14,3,2,2,1,93,3,1,4,2,1,3827,21705,2,0,13,3,1,0,6,2,2,3,2,0,2,1
30,2,754,2,1,3,1,2,0,63,2,2,7,1,1,9647,5340,1,0,11,3,3,1,9,3,3,9,8,6,7,1
25,2,793,1,2,3,1,3,1,76,3,1,2,2,2,1405,25024,1,0,12,3,1,0,0,2,3,0,0,0,0,1
34,2,853,1,26,1,2,2,0,59,2,2,2,1,1,6953,11272,4,0,16,3,1,0,14,2,2,5,3,1,4,1
37,2,746,1,1,2,1,1,0,75,1,1,6,2,1,2417,3845,4,1,13,3,3,0,6,3,3,5,4,1,4,1
34,0,883,1,14,3,1,2,1,78,3,2,4,2,1,5321,5311,6,0,14,3,2,0,9,3,2,5,1,0,5,1
47,1,1013,2,1,3,3,4,0,70,3,2,7,3,1,4864,17392,3,1,15,3,3,0,6,3,2,0,0,0,0,1
28,2,131,1,15,3,1,3,0,53,3,1,5,2,1,2353,25800,1,1,12,3,4,0,7,2,3,7,1,6,6,1
28,2,1177,1,10,3,2,2,0,42,3,2,6,1,0,4217,11139,1,0,17,3,2,0,7,2,1,3,1,0,2,1
32,2,1090,1,5,3,1,2,0,74,1,1,3,2,0,2703,17955,2,1,13,3,2,0,6,1,2,4,4,0,0,1
30,1,213,1,19,3,1,1,0,53,2,1,6,3,1,2218,11584,4,0,11,3,2,0,6,2,3,4,1,0,0,1
29,1,595,0,15,3,1,2,0,58,3,1,1,3,0,2607,22519,2,1,11,3,2,1,8,2,1,6,5,0,1,1
28,1,821,1,1,3,3,1,1,58,2,1,2,1,0,2540,7257,2,0,14,3,1,1,3,2,2,2,1,0,1,1
33,1,299,1,13,2,2,3,0,45,1,1,6,2,0,2712,12060,0,0,14,3,3,0,3,2,2,2,2,1,1,1
28,2,1099,1,5,3,5,3,1,71,2,1,4,3,1,2138,19502,1,0,13,3,3,0,6,1,2,5,1,0,4,1
23,1,659,2,1,1,4,1,0,83,2,1,8,2,2,2335,9150,1,1,11,3,2,0,2,2,3,2,1,0,1,1
27,1,1378,0,18,3,3,2,0,41,2,1,1,3,0,2554,19072,3,0,12,3,1,0,4,2,2,2,0,0,1,1
34,2,935,1,4,3,3,2,0,47,2,1,2,3,0,3077,17489,3,1,13,3,1,1,10,1,2,7,7,4,3,1
30,1,1213,1,9,2,2,1,0,58,1,1,0,2,1,3838,14275,3,0,15,3,2,0,10,2,1,3,1,0,0,1
43,2,346,2,15,3,2,2,1,53,2,3,7,3,0,9705,16472,3,0,11,3,1,0,20,1,3,6,5,2,1,1
31,2,949,1,12,2,1,3,0,93,2,1,3,2,1,2350,3502,1,0,13,3,1,0,1,2,1,1,0,0,0,1
29,2,485,1,23,1,1,3,0,47,2,2,6,1,1,7269,11181,1,0,13,3,1,0,11,2,1,10,7,2,9,1
26,2,525,1,23,2,4,3,0,66,1,1,2,4,1,2349,23199,1,1,17,3,2,0,1,3,1,1,0,0,0,1
35,2,749,2,14,1,3,1,1,58,1,2,7,4,0,5428,22073,5,0,14,3,3,1,7,2,2,2,2,2,2,1
27,2,420,0,21,4,5,2,0,68,2,1,5,2,1,2548,18320,4,0,15,3,2,0,5,2,4,1,1,0,0,1
35,1,842,1,4,3,1,3,0,92,2,1,7,3,2,2838,11507,4,0,12,3,3,0,4,3,3,2,1,0,0,1
25,2,1316,1,24,3,1,1,1,47,1,1,2,2,2,2285,10531,1,0,12,3,2,0,1,2,2,1,0,0,0,1
32,2,946,1,12,2,1,3,0,93,2,1,3,2,1,2362,3513,1,0,13,3,1,0,1,2,1,1,0,0,0,1
25,2,1181,1,6,2,5,4,1,35,2,1,4,2,1,4537,3807,3,0,16,3,2,0,6,2,2,5,4,2,3,1
44,2,601,2,8,1,3,1,1,48,1,2,7,4,0,5301,21812,5,0,14,3,3,1,9,2,2,5,4,4,2,1
29,1,329,1,13,1,3,2,0,83,2,2,0,3,1,7437,22747,0,1,12,3,1,0,9,1,2,7,7,7,7,1
31,2,592,1,18,2,1,2,0,71,1,2,6,3,1,4588,24609,2,0,11,3,2,1,4,2,3,2,2,1,1,1
42,1,481,1,9,3,3,2,0,71,2,2,6,2,1,5268,17642,3,0,13,3,1,0,9,3,1,6,2,4,4,1
41,1,559,2,15,3,1,2,1,88,3,2,7,3,1,6221,13832,3,0,15,3,4,0,10,2,3,8,5,3,4,1
30,1,726,2,2,3,1,2,0,58,1,1,8,3,2,1299,16125,1,0,12,3,2,0,1,3,2,1,0,0,0,1
20,1,785,2,1,1,4,1,0,97,2,1,8,2,2,2158,9091,1,1,11,3,3,0,2,3,3,2,1,0,1,1
42,2,323,2,25,3,2,4,1,53,2,3,7,1,1,9478,17093,2,1,12,3,2,0,11,2,3,4,3,1,0,1
34,1,761,2,16,2,2,1,1,59,1,2,7,4,0,5460,21981,5,1,13,3,3,1,7,2,2,2,2,1,2,1
25,2,848,1,1,3,2,1,1,61,3,1,5,3,1,2284,3042,2,1,15,3,1,0,6,2,1,2,0,1,0,1
25,2,1201,1,3,1,4,4,1,32,3,1,2,4,1,3665,4620,1,1,14,3,2,0,7,2,3,7,7,5,6,1
24,1,1444,1,1,1,4,1,0,62,3,1,7,2,1,3204,21968,1,1,15,3,2,0,6,3,2,4,2,1,3,1
21,1,733,2,1,1,4,1,0,95,2,1,8,2,2,2211,9150,1,1,11,3,2,0,2,2,3,2,1,0,1,1
27,1,367,0,14,3,1,1,0,51,2,1,2,2,0,2351,22664,0,0,11,3,2,0,6,2,2,5,5,0,0,1
23,1,567,2,22,3,4,3,1,40,2,1,8,1,2,1653,10262,1,0,14,3,2,0,1,3,3,1,0,0,0,1
34,2,717,1,1,2,1,1,0,72,1,1,6,2,1,2353,3853,5,1,13,3,3,0,7,3,3,5,5,2,5,1
32,2,441,1,2,3,2,2,1,81,2,2,6,2,1,10023,26136,7,1,12,3,3,0,7,2,2,2,2,2,2,1
51,2,1172,2,19,3,1,1,0,58,3,3,7,1,1,9576,5848,4,0,14,3,1,0,13,2,2,4,3,3,3,1
44,1,668,2,26,1,1,2,0,71,3,2,7,2,1,6550,10473,3,0,12,3,3,0,8,2,2,5,4,1,4,1
27,2,320,1,7,3,3,2,1,70,1,1,2,1,1,2193,4733,1,0,11,3,3,0,6,3,2,6,6,0,6,1
26,2,107,1,20,3,1,2,1,55,2,1,2,2,2,2180,12956,4,0,14,3,2,0,5,3,3,3,1,0,2,1
36,2,863,1,4,2,2,2,0,71,2,1,4,2,1,2882,17367,2,0,11,3,3,0,8,1,2,5,4,1,1,1
30,2,484,1,2,3,3,3,1,55,3,1,6,3,2,2684,5064,1,0,13,3,2,0,7,2,2,7,6,5,6,1
36,2,756,1,9,3,3,1,1,81,3,2,2,2,0,4842,7776,5,0,12,3,1,1,8,2,2,2,0,0,1,1
38,2,403,1,22,2,3,2,1,89,2,1,6,1,1,4070,22147,0,0,13,3,1,0,6,2,2,4,2,0,2,1
28,1,186,1,5,3,2,2,0,56,3,1,2,1,1,2329,25905,0,0,17,3,1,0,3,3,2,2,1,1,1,1
26,1,952,1,2,1,3,3,1,80,2,1,2,3,2,3814,9344,2,0,15,3,3,0,4,2,2,2,2,1,2,1
27,2,1020,1,5,1,4,4,1,38,3,1,2,3,1,3812,4695,1,0,15,3,2,0,7,3,3,7,6,3,6,1
32,1,1139,1,5,3,1,1,0,69,3,1,2,2,1,2666,14377,2,0,14,3,3,0,7,4,3,4,2,1,2,1
39,2,1046,1,2,3,1,2,0,54,1,1,2,3,0,2854,17664,3,1,13,3,2,1,10,1,2,7,7,1,0,1
31,1,388,1,4,2,1,1,0,52,3,1,6,3,1,2489,15369,3,0,14,3,1,0,7,2,3,3,1,0,2,1
28,1,1167,1,10,3,4,3,1,54,2,1,2,2,2,3449,11290,0,0,12,3,2,0,2,2,2,2,2,1,2,1
42,1,890,1,3,3,1,1,1,87,2,1,2,1,1,2331,14650,3,0,12,3,3,0,9,3,4,2,1,0,1,1
37,2,919,1,9,2,1,1,1,87,2,1,3,2,1,2373,14788,2,0,12,3,3,0,7,3,3,3,2,0,1,1
33,2,877,1,12,2,2,2,1,66,1,2,5,3,0,5244,22359,4,0,15,3,2,1,8,2,2,4,2,1,1,1
41,1,628,2,25,1,1,2,0,67,3,2,7,2,1,6671,10579,3,0,12,3,3,0,8,2,2,6,5,1,5,1
38,2,1351,1,4,2,2,2,1,82,2,1,2,2,2,2126,2850,4,1,14,3,2,0,8,3,2,1,0,0,1,1
29,1,799,1,14,2,1,3,0,65,2,3,5,1,1,7377,10318,1,0,12,3,1,0,10,2,1,10,8,3,8,1
28,2,1085,1,14,2,1,3,0,89,3,1,2,1,1,2197,3362,1,0,13,3,1,0,3,3,1,1,0,0,0,1
